clause_id,source_document,clause_text,suggested_category,suggested_risk,category,risk_level,annotator_notes,confidence,matched_keywords
discord_020,discord_privacy.txt,"To improve our services. We use your information to help us understand how users interact with our services, what features or products users may want, to develop features that make Discord safer and better to use, or to otherwise understand and improve our services. We may also use certain content that is widely available to better understand, for example, what topics servers cover and what content is most interesting within those servers.",tracking_profiling,LOW,tracking_profiling,LOW,This clause is categorized as tracking_profiling because it involves tracking profiling behavior. The risk is LOW due to its potential impact on user data control or privacy.,0.493,improve our services
discord_021,discord_privacy.txt,"To advertise our services on Discord and other platforms. We may tell you about our paid services and other features directly in the services and through our own channels, and we spend money advertising Discord on other platforms. As part of that, we use certain information to assist in the delivery of our advertising, to measure the effectiveness of advertisements for our own products, and to improve such advertisements in the future.",none,NONE,none,NONE,This clause is categorized as none because it involves none behavior. The risk is NONE due to its potential impact on user data control or privacy.,,
discord_022,discord_privacy.txt,"We may also use content posted in larger spaces to help us develop, improve, and power our services, including features that help you catch up on conversations and safety features that identify harmful content on the services and support the enforcement of our Terms of Service and Community Guidelines.",none,NONE,none,NONE,This clause is categorized as none because it involves none behavior. The risk is NONE due to its potential impact on user data control or privacy.,,
discord_023,discord_privacy.txt,"To comply with our legal obligations. We retain and use your information in connection with potential legal claims when necessary and for compliance, regulatory, and auditing purposes. For example, we retain information where we are required by law or if we are compelled to do so by a court order or regulatory body.",none,NONE,data_retention,MEDIUM,This clause is categorized as data_retention because it involves data retention behavior. The risk is MEDIUM due to its potential impact on user data control or privacy.,,
discord_024,discord_privacy.txt,"When you tell us to. When you add your content to the services, you are telling us to make that content available to certain people or communities.",none,NONE,none,NONE,This clause is categorized as none because it involves none behavior. The risk is NONE due to its potential impact on user data control or privacy.,,
discord_025,discord_privacy.txt,With our vendors. We may provide information to vendors we hire to carry out specific work for us. This includes payment processors like Stripe and PayPal that process transactions on our behalf and cloud providers like Google that host our data and our services. We may also provide limited information to advertising platforms to help us reach people that we think will like our products and to measure the performance of our ads shown on those platforms. We may also provide information to analytics and measurement partners to measure the effectiveness of sponsored content if you engage with it.,tracking_profiling,LOW,tracking_profiling,LOW,This clause is categorized as tracking_profiling because it involves tracking profiling behavior. The risk is LOW due to its potential impact on user data control or privacy.,0.253,analytics
discord_026,discord_privacy.txt,"To comply with the law. We may disclose information in response to a request for information if we believe disclosure is required by law, including meeting national security or law enforcement requirements. Where allowed and feasible, we may attempt to provide you with prior notice before disclosing your information in response to such a request.",third_party_access,HIGH,third_party_access,HIGH,This clause is categorized as third_party_access because it involves third party access behavior. The risk is HIGH due to its potential impact on user data control or privacy.,0.373,national security
discord_027,discord_privacy.txt,"To enforce our policies and rights. We may disclose information if needed to enforce our Terms of Service, Community Guidelines, any of our other policies, or to protect the rights, property, and safety of ourselves and others.",third_party_access,MEDIUM,third_party_access,MEDIUM,This clause is categorized as third_party_access because it involves third party access behavior. The risk is MEDIUM due to its potential impact on user data control or privacy.,0.493,enforce our terms
discord_028,discord_privacy.txt,"With our related companies. We may provide information to our related companies, including parents, affiliates, subsidiaries, and other companies under common control and ownership.",none,NONE,none,NONE,This clause is categorized as none because it involves none behavior. The risk is NONE due to its potential impact on user data control or privacy.,,
discord_029,discord_privacy.txt,"Sale, Acquisition, or Transfer of Assets. We may disclose information if Discord is evaluating and/or engaging in a merger, acquisition, reorganization, bankruptcy, or sale, transfer, or change in ownership of Discord or any of its assets.",none,NONE,none,NONE,This clause is categorized as none because it involves none behavior. The risk is NONE due to its potential impact on user data control or privacy.,,
discord_030,discord_privacy.txt,"Aggregated or de-identified information. We may disclose information that has been aggregated or anonymized such that it cannot reasonably be used to identify you. For example, we may share aggregated user statistics in order to describe our business, features, or promotions to partners or the public.",none,NONE,third_party_access,HIGH,This clause is categorized as third_party_access because it involves third party access behavior. The risk is HIGH due to its potential impact on user data control or privacy.,,
discord_031,discord_privacy.txt,Data retention. We retain personal information until we determine it is no longer needed for the processing purposes for which we collected or retain it or for legal compliance.,none,NONE,data_retention,MEDIUM,This clause is categorized as data_retention because it involves data retention behavior. The risk is MEDIUM due to its potential impact on user data control or privacy.,,
discord_032,discord_privacy.txt,"International data transfers. We are based in the United States, and we process and store information on servers located in the United States. We may also store information on servers and equipment in other countries depending on a variety of factors, including the locations of our users and service providers. These data transfers allow us to provide our services to you. By accessing or using our services or otherwise providing information to us, you understand that your information will be processed, transferred, and stored in the U.S. and other countries, where different data protection standards may apply and/or you may not have the same rights as you do under local law.",data_sharing,HIGH,data_sharing,HIGH,This clause is categorized as data_sharing because it involves data sharing behavior. The risk is HIGH due to its potential impact on user data control or privacy.,0.733,different data protection standards may apply
discord_033,discord_privacy.txt,"Services offered by third parties. We allow third-party developers to build certain features or other services and offer them within the Discord services, or to incorporate certain Discord-powered features or functions into their services. For example, server administrators can add bots created by third-party developers that provide features like content moderation and interactive games. Similarly, you may have access to your Discord friends list or messaging capabilities in third-party games, or games or Activities built by third parties offered within the Discord services. Because these services are operated by third parties, we don't control them or what information they collect.",third_party_access,MEDIUM,third_party_access,MEDIUM,This clause is categorized as third_party_access because it involves third party access behavior. The risk is MEDIUM due to its potential impact on user data control or privacy.,0.92,"third-party developers to build certain features, server administrators can add bots, third-party games"
discord_034,discord_privacy.txt,"We may use content posted in public spaces and certain other content widely available on the service to create systems and models that can be automated to more swiftly detect, categorize, and take action against prohibited content or conduct. We may also use that content to help us develop, improve, and power our services.",content_rights,HIGH,content_rights,HIGH,This clause is categorized as content_rights because it involves content rights behavior. The risk is HIGH due to its potential impact on user data control or privacy.,1.0,"create systems and models that can be automated, use content posted in public spaces, widely available on the service to create systems and models, use that content to help us develop, improve, and power"
