clause_id,source_document,clause_text,suggested_category,suggested_risk,category,risk_level,annotator_notes,confidence,matched_keywords
meta_022,meta_privacy.txt,"Developing and improving AI at Meta
We develop and improve AI for Meta Products and for third parties.
Content you or others create or share, like posts, comments or audio on Meta Products may be used to develop and improve AI.
Interactions with AI at Meta and related metadata, including information you or others exchange with AI at Meta like content and messages, may be used to develop and improve AI.",content_rights,HIGH,content_rights,HIGH,"Meta says user-created content, audio, and AI interactions may be used to develop and improve AI for Meta and third parties, which is a significant secondary use of user content.",0.867,"develop and improve ai for, used to develop and improve ai"
meta_023,meta_privacy.txt,"Using information from third parties for personalizing ads
Receiving and using information from third parties to tailor the ads you see: We'll use information that advertisers, businesses and other partners provide us about activity off Meta Company Products that we have associated with you to personalize ads that we show you on our Products, and on websites, apps and devices that use our advertising services. We receive this information whether or not you're logged in or have an account on our Products.",tracking_profiling,HIGH,tracking_profiling,HIGH,"Using off-platform information from advertisers and partners to tailor ads, even when the user is logged out or lacks an account, is high-risk cross-context profiling.",0.733,we receive this information whether or not you're logged in
meta_024,meta_privacy.txt,"Personalizing ads on Meta Audience Network
When we show you ads through Meta Audience Network when you visit other apps, our systems automatically process the information we have collected and stored about you and others to identify you as a Meta Product user and tailor the ads you see.",tracking_profiling,HIGH,tracking_profiling,HIGH,"Meta Audience Network identifies the user across other apps and uses stored data to tailor ads, which is a strong example of cross-app behavioral profiling.",0.733,identify you as a meta product user
meta_025,meta_privacy.txt,"Providing measurement, analytics and business services
Our systems automatically process information we have collected and stored about you and others.",tracking_profiling,LOW,tracking_profiling,LOW,"Automatic processing for measurement and analytics still involves analyzing user data, but the clause is less invasive than clauses tied directly to personalized ad delivery.",0.253,analytics
meta_026,meta_privacy.txt,"We use this information to provide insights and measurement reports to businesses, advertisers and other partners to help them measure the effectiveness and distribution of their ads, content and services, to understand the kinds of people who are seeing their content and ads, and how their content and ads are performing on and off Meta Products.",data_sharing,MEDIUM,data_sharing,MEDIUM,"Providing insights and measurement reports to businesses, advertisers, and partners means user-derived data is being disclosed outward for commercial reporting purposes.",0.867,"insights and measurement reports to businesses, advertisers, how their content and ads are performing on and off"
meta_027,meta_privacy.txt,"We provide aggregated user analytics and insights reports that help businesses, advertisers and other partners better understand the audiences with whom they may want to connect, as well as the types of people who use their services and how people interact with their content, websites, apps and services.",tracking_profiling,LOW,data_sharing,LOW,"Because the clause refers to aggregated analytics and audience insights rather than identifiable user-level disclosures, it is best classified as lower-risk data sharing.",0.253,analytics
meta_028,meta_privacy.txt,"Processing information with special protections
Processing information subject to special protections under applicable laws that you provide so we can share it with those you choose, to provide, personalize and improve our Products and to undertake analytics. We'll collect, store, publish and apply automated, or sometimes manual human processing for these purposes.
Any information with special protections that you choose to provide, such as your religious views, your sexual orientation, political views, health, racial or ethnic origin, philosophical beliefs or trade union membership, or as part of surveys you choose to participate in, and where you have given your explicit consent.",data_sharing,HIGH,data_sharing,HIGH,"This clause covers sensitive categories such as religion, sexual orientation, politics, and health and allows collection, storage, publishing, analytics, and sometimes manual processing, which makes the sharing/processing risk very high.",0.373,sexual orientation
meta_029,meta_privacy.txt,"Transferring, storing or processing your information globally
We share information we collect globally, both internally across our offices and data centers and externally with our partners, vendors and service providers. Because Meta is global, with users, partners, vendors and employees around the world, transfers are necessary to operate and provide the services.",data_sharing,MEDIUM,data_sharing,HIGH,"Global transfers across offices, data centers, partners, vendors, and service providers substantially widen where and with whom data may be processed, so the disclosure risk is high.",0.733,internally across our offices and data centers
meta_030,meta_privacy.txt,"Sharing information with law enforcement
We access, preserve, use and share your information in response to legal requests from third parties such as civil litigants, law enforcement and other government authorities.
Where we are under an obligation to disclose information such as if we receive a valid legal request for certain information such as a search warrant, we will access, preserve and share your information with regulators, law enforcement or others.",data_sharing,MEDIUM,data_sharing,HIGH,"Sharing information with regulators, law enforcement, and other authorities in response to legal demands is a direct external disclosure practice and carries a high privacy risk.",0.613,share your information with
meta_031,meta_privacy.txt,"Sharing of information across the Meta Companies
To provide a seamless, consistent and richer, innovative experience across the Meta Company Products to enable cross app interactions, sharing, viewing and engaging with content, including posts and videos.
We share information we collect, infrastructure, systems and technology with the other Meta Companies.
We also process information that we receive about you from other Meta Companies according to their terms and policies and as permitted by applicable law.",arbitration,LOW,data_sharing,MEDIUM,"Cross-company sharing to enable seamless experiences and cross-app interactions expands the use of personal data beyond one product, creating a moderate internal sharing risk.",0.373,applicable law
