clause_id,source_document,clause_text,suggested_category,suggested_risk,category,risk_level,annotator_notes,confidence,matched_keywords
uber_011,uber_privacy.txt,"Device data: advertising identifiers, device motion data, device IP address or other unique device identifiers, driving insights including harsh braking, phone handling, harsh turning, harsh accelerating and speeding, hardware model, mobile network data, operating systems and versions, preferred languages.",tracking_profiling,LOW,tracking_profiling,LOW,This clause is categorized as tracking_profiling because it involves tracking profiling behavior. The risk is assessed as LOW based on potential impact on user data or rights.,0.64,"ip address, device identifier, operating system"
uber_012,uber_privacy.txt,"Communications data: chat logs, communication type, content including recordings of phone calls solely when users are notified of the recording in advance, and call transcripts, date and time.",none,NONE,none,LOW,This clause is categorized as none because it involves none behavior. The risk is assessed as LOW based on potential impact on user data or rights.,,
uber_013,uber_privacy.txt,"Data from other sources:
Marketing partners and service providers including banks in connection with cash back programs and data resellers.
Safety analytics providers.
Transportation companies.
Uber business partners through which you create or access your Uber account, such as payment providers, social media services, or apps or websites that use Uber APIs.",data_sharing,HIGH,data_sharing,HIGH,This clause is categorized as data_sharing because it involves data sharing behavior. The risk is assessed as HIGH based on potential impact on user data or rights.,0.507,"data resellers, data reseller"
uber_014,uber_privacy.txt,"Uber uses data for marketing and advertising: personalizing marketing content, communications and ads relating to Uber products and services, and those offered by other companies. For example, Uber may display ads, including personalized ads, on Uber or other companies' apps or websites. Uber uses your account, data from other sources, demographics, device, location, trip and delivery, and usage data for this purpose.",tracking_profiling,LOW,tracking_profiling,LOW,This clause is categorized as tracking_profiling because it involves tracking profiling behavior. The risk is assessed as LOW based on potential impact on user data or rights.,0.373,usage data
uber_015,uber_privacy.txt,"For research and development: we use data for analysis, research and product development, including to train machine learning models that are used to enable our services such as matching and trip routing and keep our platform safe. This includes account, communications, data from other sources, demographics, device, identity verification info, location, trip and delivery, usage, and user content data.",content_rights,HIGH,content_rights,HIGH,This clause is categorized as content_rights because it involves content rights behavior. The risk is assessed as HIGH based on potential impact on user data or rights.,0.493,train machine learning
uber_016,uber_privacy.txt,"Core automated processes: Uber uses automated processes to enable essential parts of our services, including matching, pricing, safety and fraud detection and prevention. These processes allow Uber to provide a seamless and safe experience to millions of users globally every day. Uber uses algorithms and machine learning models to prevent and detect safety incidents or fraud against Uber or our users.",none,NONE,none,LOW,This clause is categorized as none because it involves none behavior. The risk is assessed as LOW based on potential impact on user data or rights.,,
uber_017,uber_privacy.txt,"Facial recognition technology: where permitted by law, we may use facial recognition technology to compare your selfie to your profile photo to verify that you are the person using your account. We use automated processes to validate your ID documents and profile photo. If these processes flag your documents or photos as potentially fraudulent or not a match, specialized customer support agents will manually review them.",tracking_profiling,HIGH,tracking_profiling,HIGH,This clause is categorized as tracking_profiling because it involves tracking profiling behavior. The risk is assessed as HIGH based on potential impact on user data or rights.,0.373,facial recognition
uber_018,uber_privacy.txt,"Real-time monitoring: Uber performs real-time monitoring of information collected from or generated by users, including location data, payment information and Uber usage. We also examine historical data and compare it against real-time data to help detect suspicious behavior.",none,NONE,tracking_profiling,MEDIUM,This clause is categorized as tracking_profiling because it involves tracking profiling behavior. The risk is assessed as MEDIUM based on potential impact on user data or rights.,,
uber_019,uber_privacy.txt,"With other users: Uber shares your first name, profile photo, rating, vehicle information, and location before and during trip with riders.",none,NONE,third_party_access,MEDIUM,This clause is categorized as third_party_access because it involves third party access behavior. The risk is assessed as MEDIUM based on potential impact on user data or rights.,,
uber_020,uber_privacy.txt,"With Uber service providers and business partners including:
Ad and marketing partners and providers, including ad and marketing publishers such as social media platforms, ad networks and advertisers, ad technology vendors, measurement and analytics providers.",tracking_profiling,LOW,tracking_profiling,LOW,This clause is categorized as tracking_profiling because it involves tracking profiling behavior. The risk is assessed as LOW based on potential impact on user data or rights.,0.253,analytics
uber_021,uber_privacy.txt,"Uber uses these vendors to reach or better understand current and potential users of Uber services and measure and improve ad effectiveness. Ad intermediaries such as Google, The Trade Desk, and others.",none,NONE,none,LOW,This clause is categorized as none because it involves none behavior. The risk is assessed as LOW based on potential impact on user data or rights.,,
uber_022,uber_privacy.txt,"We share data including advertising or device identifier, hashed email address, approximate location, and ad interaction data with these intermediaries to enable their services.",tracking_profiling,MEDIUM,tracking_profiling,MEDIUM,This clause is categorized as tracking_profiling because it involves tracking profiling behavior. The risk is assessed as MEDIUM based on potential impact on user data or rights.,0.373,approximate location
uber_023,uber_privacy.txt,Service providers that provide us with artificial intelligence and machine learning tools and services.,none,NONE,none,LOW,This clause is categorized as none because it involves none behavior. The risk is assessed as LOW based on potential impact on user data or rights.,,
uber_024,uber_privacy.txt,"Social media companies, including Meta and TikTok, in connection with Uber's use of their tools in Uber's apps and websites.",third_party_access,MEDIUM,third_party_access,MEDIUM,This clause is categorized as third_party_access because it involves third party access behavior. The risk is assessed as MEDIUM based on potential impact on user data or rights.,0.867,"social media companies, including, in connection with uber's use of their tools"
uber_025,uber_privacy.txt,With Uber subsidiaries and affiliates: we share data with our subsidiaries and affiliates to help us provide our services or conduct data processing on our behalf.,none,NONE,third_party_access,MEDIUM,This clause is categorized as third_party_access because it involves third party access behavior. The risk is assessed as MEDIUM based on potential impact on user data or rights.,,
uber_026,uber_privacy.txt,"For legal reasons or in the event of a claim or dispute: Uber may share your data if we believe it's required by applicable law, regulation, operating license or agreement, legal process or governmental request, insurance policy, or where the disclosure is otherwise appropriate due to safety or similar concerns. This includes sharing data with law enforcement officials, public health officials, other government authorities, insurance companies, or other third parties.",arbitration,LOW,arbitration,LOW,This clause is categorized as arbitration because it involves arbitration behavior. The risk is assessed as LOW based on potential impact on user data or rights.,0.373,applicable law
uber_027,uber_privacy.txt,"In connection with any merger, sale of company assets, consolidation or restructuring, financing, or acquisition of all or a portion of our business by or into another company.",data_sharing,HIGH,data_sharing,HIGH,This clause is categorized as data_sharing because it involves data sharing behavior. The risk is assessed as HIGH based on potential impact on user data or rights.,0.733,acquisition of all or a portion
uber_028,uber_privacy.txt,Uber retains your data for as long as necessary for the purposes described above.,data_retention,MEDIUM,data_retention,MEDIUM,This clause is categorized as data_retention because it involves data retention behavior. The risk is assessed as MEDIUM based on potential impact on user data or rights.,0.733,for as long as necessary
uber_029,uber_privacy.txt,"We retain your data for as long as you maintain your Uber account where it is necessary in order for Uber to provide its service. This includes account information like your first and last name, email, phone number and banking information.",none,NONE,none,LOW,This clause is categorized as none because it involves none behavior. The risk is assessed as LOW based on potential impact on user data or rights.,,
uber_030,uber_privacy.txt,"We retain your data for 7 years from collection if necessary for purposes of Uber's tax, insurance, legal or regulatory requirements; subject to Uber's legitimate interests in defending against, or asserting, legal claims; or where necessary for purposes such as research and development.",data_retention,MEDIUM,data_retention,MEDIUM,This clause is categorized as data_retention because it involves data retention behavior. The risk is assessed as MEDIUM based on potential impact on user data or rights.,0.373,legitimate interests
uber_031,uber_privacy.txt,"Data retention periods:
Account: LOA plus 7 years
Background check: LOA plus 7 years
Communications: 7 years
Demographic: LOA plus 7 years
Device: LOA plus 7 years
Identity Verification: 3 years for user-submitted selfies, except 2 years in EEA, UK, Switzerland
Location Data: 7 years
Trip and Delivery: 7 years
Usage Data: 7 years",tracking_profiling,LOW,tracking_profiling,LOW,This clause is categorized as tracking_profiling because it involves tracking profiling behavior. The risk is assessed as LOW based on potential impact on user data or rights.,0.373,usage data
uber_032,uber_privacy.txt,"Following an account deletion request, we delete your account and data, except as necessary for purposes of safety, security, fraud prevention or compliance with legal requirements, or because of issues relating to your account such as an outstanding credit or an unresolved claim or dispute. If you are banned from Uber's services because of serious fraudulent or unsafe behavior, Uber will retain your data after an account deletion request to prevent you from re-obtaining access to Uber's platform.",data_retention,HIGH,data_retention,HIGH,This clause is categorized as data_retention because it involves data retention behavior. The risk is assessed as HIGH based on potential impact on user data or rights.,0.807,"retain after account deletion, if you are banned from"
uber_033,uber_privacy.txt,"We generally delete data within 90 days of an account deletion request, except where retention is necessary for the above reasons.",none,NONE,none,LOW,This clause is categorized as none because it involves none behavior. The risk is assessed as LOW based on potential impact on user data or rights.,,
uber_034,uber_privacy.txt,"Legitimate interests: this legal basis applies when Uber has a legitimate purpose for using your data such as for purposes of safety, security, and fraud prevention and detection, its processing of data is necessary for that purpose, and the benefit of such purpose is not outweighed by risks to your privacy.",data_retention,MEDIUM,data_retention,MEDIUM,This clause is categorized as data_retention because it involves data retention behavior. The risk is assessed as MEDIUM based on potential impact on user data or rights.,0.373,legitimate interests
uber_035,uber_privacy.txt,"This applies to: personalizing marketing communications and ads relating to Uber products and services, and those offered by other companies; measuring the effectiveness of the marketing communications and ads; research and development; predicting and helping to avoid pairings of users that may result in increased risk of conflict; preventing, detecting, and combating fraud or safety incidents; verifying your account, identity or compliance with safety requirements.",none,NONE,none,LOW,This clause is categorized as none because it involves none behavior. The risk is assessed as LOW based on potential impact on user data or rights.,,
uber_036,uber_privacy.txt,"Uber operates, and processes user data, globally. This may result in processing of your personal data in countries, including the United States, whose data protection laws may differ from those where you live or are located. This includes processing of your data on Uber's servers in the United States and transferring or enabling access to your data globally.",none,NONE,none,LOW,This clause is categorized as none because it involves none behavior. The risk is assessed as LOW based on potential impact on user data or rights.,,
uber_037,uber_privacy.txt,Use of our services after an update constitutes consent to the updated notice to the extent permitted by law.,none,NONE,none,LOW,This clause is categorized as none because it involves none behavior. The risk is assessed as LOW based on potential impact on user data or rights.,,
