clause_id,source_document,clause_text,suggested_category,suggested_risk,category,risk_level,annotator_notes,confidence,matched_keywords
microsoft_tos_011,microsoft_tos.txt,"Third-Party Apps and Services. The Services may allow you to access or acquire products, services, websites, links, content, material, games, skills, integrations, bots or applications from independent third parties. The Third-Party Apps and Services may allow or require you to store Your Content or Data with the publisher, provider or operator of the Third-Party Apps and Services. Microsoft is not responsible or liable to you or others for information or services provided by any Third-Party Apps and Services.",none,NONE,third_party_access,HIGH,"This clause says third-party apps and services may allow or require user content or data to be stored with independent providers, giving outside entities direct access and control over that data.",,
microsoft_tos_012,microsoft_tos.txt,"Bing Places Content License. When you provide your Data or Your Content to Bing Places, you grant Microsoft a worldwide, royalty-free license to use, reproduce, save, modify, aggregate, promote, transmit, display, and distribute your Data and Your Content, and sub-license any or all of the foregoing rights to third parties.",content_rights,MEDIUM,content_rights,HIGH,"This clause gives Microsoft a broad license over Bing Places content and explicitly allows sublicensing those rights to third parties, which is a strong content-rights transfer.",0.627,"you grant a license, royalty-free license"
microsoft_tos_013,microsoft_tos.txt,"Warranties
MICROSOFT, AND OUR AFFILIATES, RESELLERS, DISTRIBUTORS, AND VENDORS, MAKE NO WARRANTIES, EXPRESS OR IMPLIED, GUARANTEES OR CONDITIONS WITH RESPECT TO YOUR USE OF THE SERVICES. YOU UNDERSTAND THAT USE OF THE SERVICES IS AT YOUR OWN RISK AND THAT WE PROVIDE THE SERVICES ON AN ""AS IS"" BASIS ""WITH ALL FAULTS"" AND ""AS AVAILABLE."" MICROSOFT DOESN'T GUARANTEE THE ACCURACY OR TIMELINESS OF THE SERVICES. YOU ACKNOWLEDGE THAT COMPUTER AND TELECOMMUNICATIONS SYSTEMS ARE NOT FAULT-FREE AND OCCASIONAL PERIODS OF DOWNTIME OCCUR. WE DO NOT GUARANTEE THE SERVICES WILL BE UNINTERRUPTED, TIMELY, SECURE, OR ERROR-FREE OR THAT CONTENT LOSS WON'T OCCUR, NOR DO WE GUARANTEE ANY CONNECTION TO OR TRANSMISSION FROM COMPUTER NETWORKS.",liability_limitation,HIGH,liability_limitation,HIGH,"This clause provides the services 'as is' and disclaims warranties about security, continuity, timeliness, and content preservation, sharply limiting Microsoft's responsibility.",0.733,"express or implied, with respect to"
microsoft_tos_014,microsoft_tos.txt,"TO THE EXTENT PERMITTED UNDER YOUR LOCAL LAW, WE EXCLUDE ANY IMPLIED WARRANTIES, INCLUDING FOR MERCHANTABILITY, SATISFACTORY QUALITY, FITNESS FOR A PARTICULAR PURPOSE, WORKMANLIKE EFFORT, AND NON-INFRINGEMENT.",liability_limitation,MEDIUM,liability_limitation,HIGH,"This clause excludes important implied warranties like merchantability and fitness for purpose, which materially narrows the user's legal protections.",0.253,merchantability
microsoft_tos_015,microsoft_tos.txt,"Limitation of Liability
If you have any basis for recovering damages, to the extent permitted by the applicable law, you agree that your exclusive remedy is to recover, from Microsoft or any affiliates, resellers, distributors, Third-Party Apps and Services providers, and vendors, direct damages up to an amount equal to your Services fee for the month during which the loss or breach occurred, or up to USD$10.00 if the Services are free.",liability_limitation,LOW,liability_limitation,HIGH,"This clause limits recovery to the monthly service fee or ten dollars for free services, which is a very restrictive cap on damages.",0.493,limitation of liability
microsoft_tos_016,microsoft_tos.txt,"To the extent permitted by the applicable law, you can't recover any consequential losses or damages; loss of actual or anticipated profits whether direct or indirect; loss of actual or anticipated income whether direct or indirect; loss of contract or business or other losses or damages arising from your use of the Services in a non-personal capacity; special, indirect, incidental or punitive losses or damages; and to the extent permitted by law, direct losses or damages in excess of the caps specified above. These limitations and exclusions apply if this remedy doesn't fully compensate you for any losses or fails of its essential purpose or if we knew or should have known about the possibility of the damages.",none,NONE,liability_limitation,HIGH,"This clause bars recovery of consequential, incidental, punitive, and other categories of damages beyond the stated cap, which severely restricts user remedies.",,
microsoft_tos_017,microsoft_tos.txt,"Claims Must Be Filed Within One Year. Any claim related to these Terms or the Services must be filed in court or arbitration within one year of the date you could first file the claim, unless your local law requires a longer time to file claims. If not filed within that time, then it's permanently barred.",arbitration,MEDIUM,arbitration,HIGH,"This clause requires claims to be filed within one year in court or arbitration or be permanently barred, which materially restricts the user's ability to bring disputes.",0.733,must be filed in court or arbitration within one year
microsoft_tos_018,microsoft_tos.txt,"Microsoft may assign these Terms, subcontract our obligations under these Terms, or sublicense our rights under these Terms, in whole or in part, at any time without notice to you. You may not assign these Terms or transfer any rights to use the Services.",arbitration,LOW,none,NONE,"This clause is about assignment and sublicensing of the contract rather than dispute resolution, data use, or content rights in the annotation scheme.",0.733,you may not assign these terms
microsoft_tos_019,microsoft_tos.txt,"Contracting and Governing Law
For all other Services, if you live in Canada, you are contracting with Microsoft Corporation, One Microsoft Way, Redmond, WA 98052, U.S.A. The laws of the province where you live govern the interpretation of these Terms, claims for their breach, and all other claims. You and we irrevocably consent to the exclusive jurisdiction and venue of the courts in Ontario for all disputes arising out of or relating to these Terms or the Services.",arbitration,LOW,arbitration,MEDIUM,"This clause selects governing law and exclusive Ontario courts for disputes, which limits where users can bring claims even though it is not a formal arbitration mandate.",0.507,"governing law, exclusive jurisdiction"
microsoft_tos_020,microsoft_tos.txt,"For Asia or the South Pacific, any dispute arising out of or in connection with these Terms or the Services besides Skype, including any question regarding their existence, validity, or termination, will be referred to and finally resolved by arbitration in Singapore in accordance with the Arbitration Rules of the Singapore International Arbitration Center. The decision of the arbitrator will be final, binding, and incontestable.",none,NONE,arbitration,HIGH,"This clause requires certain disputes to be finally resolved by binding arbitration in Singapore, which strongly restricts ordinary court access.",,
microsoft_tos_021,microsoft_tos.txt,"Payment Terms
All purchases are final and non-refundable unless otherwise provided by law or the terms of a particular Service offer. No refunds will be given for any charges more than 90-days old, unless otherwise required by law. We reserve the right to issue refunds or credits at our sole discretion unless otherwise required by law. If we issue a refund or credit, we are under no obligation to issue the same or similar refund in the future.",none,NONE,none,NONE,"This clause sets payment finality and refund limits, but refund policy does not fall within the project's defined annotation categories.",,
microsoft_tos_022,microsoft_tos.txt,"When you purchase the Services on a subscription basis, you agree that you are authorizing recurring payments, and payments will be made to Microsoft by the method and at the recurring intervals you have agreed to, until the subscription for that Service is terminated by you or by Microsoft.",none,NONE,none,NONE,"This clause authorizes recurring subscription payments, but recurring billing is not one of the available annotation categories.",,
microsoft_tos_023,microsoft_tos.txt,"If any payment is returned unpaid or if any credit card or similar transaction is rejected or denied, Microsoft or its service providers reserve the right to collect any applicable return item, rejection or insufficient funds fee and process any such payment as an Electronic Payment.",none,NONE,none,NONE,"This clause allows Microsoft or service providers to collect returned-payment and insufficient-funds fees, but that financial term does not fit the defined categories.",,
microsoft_tos_024,microsoft_tos.txt,"AI Usage Restrictions
You may not use the AI services, including those that make decisions or take actions autonomously or with varying levels of human intervention, to make decisions or take actions without appropriate human oversight that may have a consequential impact on any person's legal position, financial position, life opportunities, employment opportunities, or human rights. You may not use AI services for social scoring or predictive profiling that would lead to discriminatory, unfair, biased, detrimental, unfavorable, or harmful treatment of certain persons or groups of persons. You may not use AI services to create or expand facial recognition databases through the untargeted scraping of facial images from the internet or CCTV footage.",tracking_profiling,HIGH,none,NONE,"This clause prohibits harmful AI uses like discriminatory profiling, but it does not authorize Microsoft to profile users or create a user-risk clause within the annotation framework.",0.373,facial recognition
microsoft_tos_025,microsoft_tos.txt,"Data Processing and Account Access
You agree to permit Microsoft to use any updated account information regarding your selected payment method provided by your issuing bank or the applicable payment network. Microsoft may suspend your account until you can reclaim ownership if your account is at risk of being used by a third party fraudulently.",none,NONE,data_retention,LOW,"This clause lets Microsoft use updated payment account information provided by banks or networks, but it is mainly an operational payment-processing practice with limited privacy risk.",,
microsoft_tos_026,microsoft_tos.txt,"If your Microsoft account is closed, we'll delete Data or Your Content associated with your Microsoft account or will otherwise disassociate it from you and your Microsoft account, unless we are required by law to keep it, return it, or transfer it to you or a third party identified by you.",none,NONE,data_retention,LOW,"This clause says account data and content will be deleted or disassociated when the account is closed unless retention is legally required, which is a relatively protective retention statement with low residual risk.",,
